ano_ref,regiao,uf,municipio,codibge_munic,empresa,resid_permanentes,resid_uso_ocasional,pop_estimada
2014,SUDESTE,MG,SERRANOS,316700,,0,0,939
2014,SUDESTE,MG,SERRO,316710,,4336,58,16000
2014,SUDESTE,MG,SETE LAGOAS,316720,,54421,0,436855
2014,SUDESTE,MG,SETUBINHA,316555,COPANOR,9,97,3872
2014,SUDESTE,MG,SILVEIRANIA,316730,,1,11,715
2014,SUDESTE,MG,SILVEIRANIA,316730,COPASA,415,19,1237
2014,SUDESTE,MG,SIMAO PEREIRA,316750,,360,421,2552
2014,SUDESTE,MG,SIMONESIA,316760,COPASA,2267,0,7594
2014,SUDESTE,MG,SOLEDADE DE MINAS,316780,,1838,18,5624
2014,SUDESTE,MG,TABULEIRO,316790,,157,25,1220
2014,SUDESTE,MG,TABULEIRO,316790,COPASA,0,55,2408
2014,SUDESTE,MG,TAIOBEIRAS,316800,COPASA,90,0,31924
2014,SUDESTE,MG,TAPARUBA,316805,,725,0,2081
2014,SUDESTE,MG,TAPIRA,316810,COPASA,25,0,3270
2014,SUDESTE,MG,TAPIRAI,316820,COPASA,593,0,1672
2014,SUDESTE,MG,TAQUARACU DE MINAS,316830,COPASA,259,164,3755
2014,SUDESTE,MG,TEIXEIRAS,316850,COPASA,52,0,9461
2014,SUDESTE,MG,TEOFILO OTONI,316860,COPASA,1953,0,138445
2014,SUDESTE,MG,TIMOTEO,316870,,81,0,10198
2014,SUDESTE,MG,TIMOTEO,316870,COPASA,48,0,10089
2014,SUDESTE,MG,TIRADENTES,316880,,2377,0,7084
2014,SUDESTE,MG,TIRADENTES,316880,COPASA,2244,0,6687
2014,SUDESTE,MG,TIROS,316890,COPASA,24,0,6848
2014,SUDESTE,MG,TOCANTINS,316900,,51,1,16950
2014,SUDESTE,MG,TOCOS DO MOJI,316905,,4,0,1529
2014,SUDESTE,MG,TOMBOS,316920,,2792,0,11414
2014,SUDESTE,MG,TRES CORACOES,316930,,523,0,1796
2014,SUDESTE,MG,TRES CORACOES,316930,COPASA,413,0,74920
2014,SUDESTE,MG,TRES MARIAS,316935,COPASA,90,0,30174
2014,SUDESTE,MG,TRES PONTAS,316940,,689,33,55891
2014,SUDESTE,MG,TUPACIGUARA,316960,,2352,0,25104
2014,SUDESTE,MG,TURMALINA,316970,COPASA,53,0,18001
2014,SUDESTE,MG,UBA,316990,COPASA,193,0,91116
2014,SUDESTE,MG,UBAI,317000,,756,0,3550
2014,SUDESTE,MG,UBAI,317000,COPASA,17,0,6945
2014,SUDESTE,MG,UBAPORANGA,317005,COPASA,29,0,6615
2014,SUDESTE,MG,UBERABA,317010,,208,0,306233
2014,SUDESTE,MG,UBERLANDIA,317020,,5179,0,313656
2014,SUDESTE,MG,UMBURATIBA,317030,COPANOR,617,0,1987
2014,SUDESTE,MG,UNAI,317040,,19142,0,60489
2014,SUDESTE,MG,UNIAO DE MINAS,317043,COPASA,1178,0,3346
2014,SUDESTE,MG,URUANA DE MINAS,317047,,42,43,3189
2014,SUDESTE,MG,URUCANIA,317050,,22,0,88
2014,SUDESTE,MG,URUCANIA,317050,COPASA,1835,1,8993
2014,SUDESTE,MG,URUCUIA,317052,COPASA,2115,0,9391
2014,SUDESTE,MG,VARGEM ALEGRE,317057,COPASA,10,0,4740
2014,SUDESTE,MG,VARGEM BONITA,317060,COPASA,626,0,1691
2014,SUDESTE,MG,VARGEM GRANDE DO RIO PARDO,317065,COPASA,0,52,4269
2014,SUDESTE,MG,VARGINHA,317070,,37549,0,128314
2014,SUDESTE,MG,VARGINHA,317070,COPASA,37523,0,122700
2014,SUDESTE,MG,VARJAO DE MINAS,317075,COPASA,1997,0,6211
2014,SUDESTE,MG,VARZEA DA PALMA,317080,COPASA,3080,0,10225
2014,SUDESTE,MG,VARZELANDIA,317090,,25,187,99
2014,SUDESTE,MG,VARZELANDIA,317090,COPASA,4799,0,18955
2014,SUDESTE,MG,VAZANTE,317100,COPASA,305,0,20505
2014,SUDESTE,MG,VERDELANDIA,317103,COPASA,1747,0,7122
2014,SUDESTE,MG,VEREDINHA,317107,COPANOR,96,0,5410
2014,SUDESTE,MG,VERISSIMO,317110,COPASA,918,0,2690
2014,SUDESTE,MG,VESPASIANO,317120,COPASA,0,0,73290
2014,SUDESTE,MG,VICOSA,317130,,18339,1,59267
2014,SUDESTE,MG,VIEIRAS,317140,COPASA,6,0,2074
2014,SUDESTE,MG,VIRGINIA,317170,,0,115,6781
2014,SUDESTE,MG,VIRGINOPOLIS,317180,COPASA,2166,0,7625
2014,SUDESTE,MG,VIRGOLANDIA,317190,,71,0,227
2014,SUDESTE,MG,VIRGOLANDIA,317190,COPASA,1204,0,3853
2014,SUDESTE,MG,VISCONDE DO RIO BRANCO,317200,COPASA,1,0,37440
2014,SUDESTE,MG,VOLTA GRANDE,317210,,0,0,396
2014,SUDESTE,MG,VOLTA GRANDE,317210,COPASA,0,515,3290
2014,SUDESTE,RJ,ANGRA DOS REIS,330010,,8202,17876,137005
2014,SUDESTE,RJ,ANGRA DOS REIS,330010,CEDAE,74,0,38154
2014,SUDESTE,RJ,APERIBE,330015,CEDAE,2995,0,8835
2014,SUDESTE,RJ,ARARUAMA,330020,AGJ,0,0,31100
2014,SUDESTE,RJ,AREAL,330022,,983,0,15637
2014,SUDESTE,RJ,ARMACAO DOS BUZIOS,330023,PROLAGOS,67,0,19477
2014,SUDESTE,RJ,ARRAIAL DO CABO,330025,PROLAGOS,0,0,0
2014,SUDESTE,RJ,BARRA DO PIRAI,330030,,10,0,4342
2014,SUDESTE,RJ,BARRA DO PIRAI,330030,CEDAE,7422,0,51661
2014,SUDESTE,RJ,BARRA MANSA,330040,,40990,0,167479
2014,SUDESTE,RJ,BELFORD ROXO,330045,,1,0,3
2014,SUDESTE,RJ,BELFORD ROXO,330045,CEDAE,490,0,160356
2014,SUDESTE,RJ,BOM JARDIM,330050,CEDAE,4954,0,14713
2014,SUDESTE,RJ,BOM JESUS DO ITABAPOANA,330060,CEDAE,6784,0,20488
2014,SUDESTE,RJ,CABO FRIO,330070,,5,0,15
2014,SUDESTE,RJ,CABO FRIO,330070,PROLAGOS,46984,0,162191
2014,SUDESTE,RJ,CACHOEIRAS DE MACACU,330080,,1752,0,7718
2014,SUDESTE,RJ,CACHOEIRAS DE MACACU,330080,CEDAE,0,0,3040
2014,SUDESTE,RJ,CAMBUCI,330090,CEDAE,802,0,8416
2014,SUDESTE,RJ,CAMPOS DOS GOYTACAZES,330100,,107465,0,351425
2014,SUDESTE,RJ,CANTAGALO,330110,,4,0,628
2014,SUDESTE,RJ,CANTAGALO,330110,CEDAE,0,0,15400
2014,SUDESTE,RJ,CARAPEBUS,330093,,10,0,30
2014,SUDESTE,RJ,CARAPEBUS,330093,CEDAE,1271,0,4080
2014,SUDESTE,RJ,CARDOSO MOREIRA,330115,,0,0,0
2014,SUDESTE,RJ,CARDOSO MOREIRA,330115,CEDAE,30,0,10185
2014,SUDESTE,RJ,CARMO,330120,,1373,0,4119
2014,SUDESTE,RJ,CASIMIRO DE ABREU,330130,,6379,0,21007
2014,SUDESTE,RJ,CASIMIRO DE ABREU,330130,CEDAE,2692,0,8238
2014,SUDESTE,RJ,COMENDADOR LEVY GASPARIAN,330095,,2381,0,8228
2014,SUDESTE,RJ,CONCEICAO DE MACABU,330140,,181,0,19178
2014,SUDESTE,RJ,CORDEIRO,330150,CEDAE,84,0,18800
2014,SUDESTE,RJ,DUAS BARRAS,330160,,70,0,763
2014,SUDESTE,RJ,DUAS BARRAS,330160,CEDAE,1270,0,6880
2014,SUDESTE,RJ,DUQUE DE CAXIAS,330170,,93,0,1233
2014,SUDESTE,RJ,DUQUE DE CAXIAS,330170,CEDAE,211793,0,813312
2014,SUDESTE,RJ,ENGENHEIRO PAULO DE FRONTIN,330180,,715,0,9694
2014,SUDESTE,RJ,ENGENHEIRO PAULO DE FRONTIN,330180,CEDAE,2373,0,7142
2014,SUDESTE,RJ,GUAPIMIRIM,330185,,9548,66,31156
2014,SUDESTE,RJ,GUAPIMIRIM,330185,CEDAE,0,0,19560
2014,SUDESTE,RJ,IGUABA GRANDE,330187,PROLAGOS,0,0,24080
2014,SUDESTE,RJ,ITABORAI,330190,,48,33,144
2014,SUDESTE,RJ,ITABORAI,330190,CEDAE,3,0,150720
2014,SUDESTE,RJ,ITAGUAI,330200,,57,0,171
2014,SUDESTE,RJ,ITAGUAI,330200,CEDAE,2356,0,113486
2014,SUDESTE,RJ,ITALVA,330205,,1,0,3
2014,SUDESTE,RJ,ITALVA,330205,CEDAE,2663,0,10203
2014,SUDESTE,RJ,ITAPERUNA,330220,,366,0,15120
2014,SUDESTE,RJ,ITAPERUNA,330220,CEDAE,2,0,86420
2014,SUDESTE,RJ,ITATIAIA,330225,,2483,0,30334
2014,SUDESTE,RJ,JAPERI,330227,,93,0,345
2014,SUDESTE,RJ,JAPERI,330227,CEDAE,163,0,51535
2014,SUDESTE,RJ,LAJE DO MURIAE,330230,,284,0,1510
2014,SUDESTE,RJ,LAJE DO MURIAE,330230,CEDAE,2923,0,10202
2014,SUDESTE,RJ,MACAE,330240,,1356,0,17569
2014,SUDESTE,RJ,MACAE,330240,CEDAE,33667,0,104031
2014,SUDESTE,RJ,MACUCO,330245,CEDAE,10,0,5104
2014,SUDESTE,RJ,MAGE,330250,,130,125,12912
2014,SUDESTE,RJ,MAGE,330250,CEDAE,21,0,65163
2014,SUDESTE,RJ,MANGARATIBA,330260,,833,400,5019
2014,SUDESTE,RJ,MANGARATIBA,330260,CEDAE,4652,1215,26648
2014,SUDESTE,RJ,MARICA,330270,,2,0,1491
2014,SUDESTE,RJ,MARICA,330270,CEDAE,0,0,29700
2014,SUDESTE,RJ,MENDES,330280,,2335,0,10599
2014,SUDESTE,RJ,MESQUITA,330285,,1,0,3
2014,SUDESTE,RJ,MESQUITA,330285,CEDAE,536,0,170071
2014,SUDESTE,RJ,MIGUEL PEREIRA,330290,,0,0,0
2014,SUDESTE,RJ,MIGUEL PEREIRA,330290,CEDAE,6738,0,21942
2014,SUDESTE,RJ,MIRACEMA,330300,CEDAE,645,0,24149
2014,SUDESTE,RJ,NATIVIDADE,330310,,592,0,13563
2014,SUDESTE,RJ,NATIVIDADE,330310,CEDAE,0,0,1818
2014,SUDESTE,RJ,NILOPOLIS,330320,CEDAE,0,0,0
2014,SUDESTE,RJ,NITEROI,330330,CEDAE,171361,0,491806
2014,SUDESTE,RJ,NOVA FRIBURGO,330340,,39813,5,169670
2014,SUDESTE,RJ,NOVA IGUACU,330350,,333,18,1017
2014,SUDESTE,RJ,NOVA IGUACU,330350,CEDAE,85949,0,275896
2014,SUDESTE,RJ,PARACAMBI,330360,,8,0,24
2014,SUDESTE,RJ,PARACAMBI,330360,CEDAE,7541,1715,24211
2014,SUDESTE,RJ,PARAIBA DO SUL,330370,,952,0,8957
2014,SUDESTE,RJ,PARAIBA DO SUL,330370,CEDAE,146,0,35237
2014,SUDESTE,RJ,PARATY,330380,,7962,0,39431
2014,SUDESTE,RJ,PATY DO ALFERES,330385,,57,0,173
2014,SUDESTE,RJ,PATY DO ALFERES,330385,CEDAE,5940,0,19483
2014,SUDESTE,RJ,PETROPOLIS,330390,,63082,0,224461
2014,SUDESTE,RJ,PINHEIRAL,330395,,180,15,20611
2014,SUDESTE,RJ,PINHEIRAL,330395,CEDAE,0,0,22330
2014,SUDESTE,RJ,PIRAI,330400,CEDAE,3589,0,11736
2014,SUDESTE,RJ,PORCIUNCULA,330410,,1222,40,10228
2014,SUDESTE,RJ,PORCIUNCULA,330410,CEDAE,0,0,13133
2014,SUDESTE,RJ,PORTO REAL,330411,,10024,0,35372
2014,SUDESTE,RJ,QUATIS,330412,,4033,0,13038
2014,SUDESTE,RJ,QUEIMADOS,330414,,2,26,9001
2014,SUDESTE,RJ,QUEIMADOS,330414,CEDAE,21,0,70090
2014,SUDESTE,RJ,QUISSAMA,330415,,5838,0,21772
2014,SUDESTE,RJ,RESENDE,330420,,13323,0,107726
2014,SUDESTE,RJ,RIO BONITO,330430,,2691,0,20517
2014,SUDESTE,RJ,RIO BONITO,330430,CEDAE,1239,0,26272
2014,SUDESTE,RJ,RIO CLARO,330440,,926,0,10314
2014,SUDESTE,RJ,RIO CLARO,330440,CEDAE,2691,0,14043
2014,SUDESTE,RJ,RIO DAS FLORES,330450,,1249,0,8389
2014,SUDESTE,RJ,RIO DAS OSTRAS,330452,,899,0,2732
2014,SUDESTE,RJ,RIO DAS OSTRAS,330452,CEDAE,9457,0,28749
2014,SUDESTE,RJ,RIO DE JANEIRO,330455,,0,0,0
2014,SUDESTE,RJ,RIO DE JANEIRO,330455,CEDAE,19489,126,5931175
2014,SUDESTE,RJ,SANTA MARIA MADALENA,330460,CEDAE,984,0,2922
2014,SUDESTE,RJ,SANTO ANTONIO DE PADUA,330470,,12176,0,63048
2014,SUDESTE,RJ,SAO FIDELIS,330480,,327,0,4559
2014,SUDESTE,RJ,SAO FIDELIS,330480,CEDAE,32,0,10511
2014,SUDESTE,RJ,SAO FRANCISCO DE ITABAPOANA,330475,CEDAE,85,0,3309
2014,SUDESTE,RJ,SAO GONCALO,330490,,44,0,132
2014,SUDESTE,RJ,SAO GONCALO,330490,CEDAE,292964,0,896470
2014,SUDESTE,RJ,SAO JOAO DA BARRA,330500,,3,0,9
2014,SUDESTE,RJ,SAO JOAO DA BARRA,330500,CEDAE,8309,61,34838
2014,SUDESTE,RJ,SAO JOAO DE MERITI,330510,,19,0,57
2014,SUDESTE,RJ,SAO JOAO DE MERITI,330510,CEDAE,148138,0,460709
2014,SUDESTE,RJ,SAO JOSE DE UBA,330513,,1362,0,4446
2014,SUDESTE,RJ,SAO JOSE DE UBA,330513,CEDAE,1394,0,4266
2014,SUDESTE,RJ,SAO JOSE DO VALE DO RIO PRETO,330515,,1890,0,13373
2014,SUDESTE,RJ,SAO PEDRO DA ALDEIA,330520,PROLAGOS,2,0,91640
2014,SUDESTE,RJ,SAO SEBASTIAO DO ALTO,330530,CEDAE,664,0,2131
2014,SUDESTE,RJ,SAPUCAIA,330540,CEDAE,2267,0,7141
2014,SUDESTE,RJ,SAQUAREMA,330550,,28,0,91
2014,SUDESTE,RJ,SAQUAREMA,330550,AGJ,0,0,32100
2014,SUDESTE,RJ,SEROPEDICA,330555,,38,0,505
2014,SUDESTE,RJ,SEROPEDICA,330555,CEDAE,220,1,72000
2014,SUDESTE,RJ,SILVA JARDIM,330560,,65,2,2947
2014,SUDESTE,RJ,SILVA JARDIM,330560,AGJ,0,0,3170
2014,SUDESTE,RJ,SUMIDOURO,330570,,41,10,1523
2014,SUDESTE,RJ,SUMIDOURO,330570,CEDAE,10,15,4688
2014,SUDESTE,RJ,TANGUA,330575,,0,0,63
2014,SUDESTE,RJ,TANGUA,330575,CEDAE,1152,0,3629
2014,SUDESTE,RJ,TERESOPOLIS,330580,,5,0,12039
2014,SUDESTE,RJ,TERESOPOLIS,330580,CEDAE,7,0,162549
2014,SUDESTE,RJ,TRAJANO DE MORAES,330590,,2062,0,7799
2014,SUDESTE,RJ,TRAJANO DE MORAES,330590,CEDAE,1282,0,4000
2014,SUDESTE,RJ,TRES RIOS,330600,,8,0,64665
2014,SUDESTE,RJ,VALENCA,330610,,0,0,155
2014,SUDESTE,RJ,VALENCA,330610,CEDAE,2000,98,66494
2014,SUDESTE,RJ,VARRE-SAI,330615,,15,0,5727
2014,SUDESTE,RJ,VARRE-SAI,330615,CEDAE,24,0,3400
2014,SUDESTE,RJ,VASSOURAS,330620,,1661,0,5132
2014,SUDESTE,RJ,VASSOURAS,330620,CEDAE,418,0,29834
2014,SUDESTE,RJ,VOLTA REDONDA,330630,,8,0,256200
2014,SUDESTE,SP,ADAMANTINA,350010,SABESP,151,0,34161
2014,SUDESTE,SP,ADOLFO,350020,SABESP,0,0,2960
2014,SUDESTE,SP,AGUAI,350030,,0,0,32400
2014,SUDESTE,SP,AGUAS DA PRATA,350040,SABESP,939,0,7887
2014,SUDESTE,SP,AGUAS DE LINDOIA,350050,,4977,462,15229
2014,SUDESTE,SP,AGUAS DE SANTA BARBARA,350055,,7,0,2405
2014,SUDESTE,SP,AGUAS DE SAO PEDRO,350060,SABESP,0,0,2710
2014,SUDESTE,SP,AGUDOS,350070,SABESP,412,0,35088
2014,SUDESTE,SP,ALAMBARI,350075,SABESP,1554,0,4957
2014,SUDESTE,SP,ALFREDO MARCONDES,350080,SABESP,12,0,3571
2014,SUDESTE,SP,ALTAIR,350090,SABESP,1106,0,3540
2014,SUDESTE,SP,ALTINOPOLIS,350100,,2730,0,14692
2014,SUDESTE,SP,ALTO ALEGRE,350110,SABESP,176,0,4184
2014,SUDESTE,SP,ALUMINIO,350115,,4,0,12
2014,SUDESTE,SP,ALUMINIO,350115,SABESP,4132,0,13925
2014,SUDESTE,SP,ALVARES FLORENCE,350120,,1,167,3249
2014,SUDESTE,SP,ALVARES MACHADO,350130,SABESP,252,0,23991
2014,SUDESTE,SP,ALVARO DE CARVALHO,350140,SABESP,0,0,3283
2014,SUDESTE,SP,ALVINLANDIA,350150,SABESP,813,0,2675
2014,SUDESTE,SP,AMERICANA,350160,,1,0,186003
2014,SUDESTE,SP,AMERICO BRASILIENSE,350170,,9615,0,32114
2014,SUDESTE,SP,AMERICO DE CAMPOS,350180,,1843,159,5307
2014,SUDESTE,SP,AMPARO,350190,,10955,0,57277
2014,SUDESTE,SP,ANDRADINA,350210,,188,5,57144
2014,SUDESTE,SP,ANHEMBI,350230,SABESP,1798,0,5646
2014,SUDESTE,SP,ANHUMAS,350240,SABESP,96,0,3540
2014,SUDESTE,SP,APARECIDA,350250,,0,0,33600
2014,SUDESTE,SP,APARECIDA D'OESTE,350260,SABESP,1469,1483,4172
2014,SUDESTE,SP,APIAI,350270,SABESP,6510,6608,21845
2014,SUDESTE,SP,ARACARIGUAMA,350275,SABESP,31,0,10942
2014,SUDESTE,SP,ARACATUBA,350280,,60953,9054,181641
2014,SUDESTE,SP,ARACOIABA DA SERRA,350290,,0,0,28530
2014,SUDESTE,SP,ARAMINA,350300,,27,0,4764
2014,SUDESTE,SP,ARANDU,350310,,124,0,397
2014,SUDESTE,SP,ARANDU,350310,SABESP,15,1591,5056
2014,SUDESTE,SP,ARARAQUARA,350320,,22038,44993,201533
2014,SUDESTE,SP,ARARAS,350330,,3,0,117000
2014,SUDESTE,SP,ARCO-IRIS,350335,SABESP,439,0,1313
2014,SUDESTE,SP,AREALVA,350340,SABESP,455,2687,7747
2014,SUDESTE,SP,AREIOPOLIS,350360,SABESP,0,0,10440
2014,SUDESTE,SP,ARIRANHA,350370,,2200,0,7187
2014,SUDESTE,SP,ARTUR NOGUEIRA,350380,,13,2,13548
2014,SUDESTE,SP,ARUJA,350390,,218,0,76361
2014,SUDESTE,SP,ASPASIA,350395,SABESP,4,0,1435
2014,SUDESTE,SP,ATIBAIA,350410,,2,0,115128
2014,SUDESTE,SP,AURIFLAMA,350420,SABESP,4834,0,14502
2014,SUDESTE,SP,AVAI,350430,SABESP,8,1,183
2014,SUDESTE,SP,AVANHANDAVA,350440,,3457,0,11408
2014,SUDESTE,SP,AVARE,350450,SABESP,28022,863,86308
2014,SUDESTE,SP,BADY BASSITT,350460,,2657,117,15426
2014,SUDESTE,SP,BALBINOS,350470,SABESP,1150,0,3324
2014,SUDESTE,SP,BALSAMO,350480,,448,0,7974
2014,SUDESTE,SP,BANANAL,350490,,0,0,0
2014,SUDESTE,SP,BANANAL,350490,SABESP,2832,0,8751
2014,SUDESTE,SP,BARAO DE ANTONINA,350500,SABESP,54,0,3194
2014,SUDESTE,SP,BARBOSA,350510,,1875,0,5925
2014,SUDESTE,SP,BARIRI,350520,,7931,0,29538
2014,SUDESTE,SP,BARRA BONITA,350530,,11039,0,35243
2014,SUDESTE,SP,BARRA DO CHAPEU,350535,SABESP,822,0,2745
2014,SUDESTE,SP,BARRA DO TURVO,350540,SABESP,1182,0,3759
2014,SUDESTE,SP,BARRETOS,350550,,478,0,110662
2014,SUDESTE,SP,BARRINHA,350560,,75,0,26719
2014,SUDESTE,SP,BARUERI,350570,,0,0,0
2014,SUDESTE,SP,BASTOS,350580,SABESP,5940,0,19067
2014,SUDESTE,SP,BATATAIS,350590,,18780,6,59533
2014,SUDESTE,SP,BAURU,350600,,53144,1,357461
2014,SUDESTE,SP,BEBEDOURO,350610,,532,161,74434
2014,SUDESTE,SP,BENTO DE ABREU,350620,,1,1,3
2014,SUDESTE,SP,BENTO DE ABREU,350620,SABESP,838,0,2598
2014,SUDESTE,SP,BERNARDINO DE CAMPOS,350630,,67,0,10367
2014,SUDESTE,SP,BERTIOGA,350635,,484,484,11358
2014,SUDESTE,SP,BERTIOGA,350635,SABESP,12806,22,41748
2014,SUDESTE,SP,BILAC,350640,,867,867,7518
2014,SUDESTE,SP,BIRIGUI,350650,,1669,0,111396
2014,SUDESTE,SP,BIRITIBA-MIRIM,350660,SABESP,5715,0,19431
2014,SUDESTE,SP,BOA ESPERANCA DO SUL,350670,,3967,0,13012
2014,SUDESTE,SP,BOCAINA,350680,SABESP,3205,2,11037
2014,SUDESTE,SP,BOFETE,350690,SABESP,2700,77,8209
2014,SUDESTE,SP,BOITUVA,350700,SABESP,150,0,50685
2014,SUDESTE,SP,BOM SUCESSO DE ITARARE,350715,SABESP,6,0,2419
2014,SUDESTE,SP,BORACEIA,350730,,65,8,221
2014,SUDESTE,SP,BORACEIA,350730,SABESP,1266,129,4304
2014,SUDESTE,SP,BORBOREMA,350740,,4757,0,14412
2014,SUDESTE,SP,BOREBI,350745,,747,0,2428
2014,SUDESTE,SP,BOTUCATU,350750,,45,45,228
2014,SUDESTE,SP,BOTUCATU,350750,SABESP,968,43,129805
2014,SUDESTE,SP,BRAGANCA PAULISTA,350760,,1,3,589
2014,SUDESTE,SP,BRAGANCA PAULISTA,350760,SABESP,43852,0,143785
2014,SUDESTE,SP,BRAUNA,350770,,1640,41,5166
2014,SUDESTE,SP,BREJO ALEGRE,350775,SABESP,8,0,2529
2014,SUDESTE,SP,BRODOWSKI,350780,,152,0,21985
2014,SUDESTE,SP,BROTAS,350790,,6768,0,21590
2014,SUDESTE,SP,BURI,350800,,1,0,3
2014,SUDESTE,SP,BURI,350800,SABESP,5190,0,17438
2014,SUDESTE,SP,BURITAMA,350810,,4971,4971,16308
2014,SUDESTE,SP,BURITIZAL,350820,SABESP,1197,0,3519
2014,SUDESTE,SP,CABRALIA PAULISTA,350830,,12,1,4013
2014,SUDESTE,SP,CABREUVA,350840,SABESP,110,0,40868
2014,SUDESTE,SP,CACAPAVA,350850,,428,0,2442
2014,SUDESTE,SP,CACAPAVA,350850,SABESP,1706,0,75517
2014,SUDESTE,SP,CACHOEIRA PAULISTA,350860,SABESP,90,0,30690
2014,SUDESTE,SP,CACONDE,350870,,38,0,14418
2014,SUDESTE,SP,CAFELANDIA,350880,,4614,0,14257
2014,SUDESTE,SP,CAIABU,350890,SABESP,1002,0,3939
2014,SUDESTE,SP,CAIEIRAS,350900,,1,0,3
2014,SUDESTE,SP,CAIUA,350910,,1115,0,3627
2014,SUDESTE,SP,CAJATI,350925,SABESP,624,432,23927
2014,SUDESTE,SP,CAJOBI,350930,,3094,3,9715
2014,SUDESTE,SP,CAJURU,350940,,195,0,627
2014,SUDESTE,SP,CAJURU,350940,SABESP,6959,295,22408
2014,SUDESTE,SP,CAMPINA DO MONTE ALEGRE,350945,SABESP,1798,0,5502
2014,SUDESTE,SP,CAMPINAS,350950,,19022,30,1141395
2014,SUDESTE,SP,CAMPINAS,350950,AUTOBAN,9,0,28
2014,SUDESTE,SP,CAMPOS DO JORDAO,350970,,18,0,60
2014,SUDESTE,SP,CAMPOS DO JORDAO,350970,SABESP,142,0,49326
2014,SUDESTE,SP,CAMPOS NOVOS PAULISTA,350980,,0,0,2128
2014,SUDESTE,SP,CANANEIA,350990,SABESP,3383,0,11197
2014,SUDESTE,SP,CANAS,350995,,12,0,4696
2014,SUDESTE,SP,CANDIDO MOTA,351000,,8053,0,30723
2014,SUDESTE,SP,CANDIDO RODRIGUES,351010,SABESP,897,0,2754
2014,SUDESTE,SP,CAPAO BONITO,351020,SABESP,630,0,36436
2014,SUDESTE,SP,CAPELA DO ALTO,351030,SABESP,5742,5776,18891
2014,SUDESTE,SP,CARAGUATATUBA,351050,,10,6,814
2014,SUDESTE,SP,CARAGUATATUBA,351050,SABESP,517,5926,60525
2014,SUDESTE,SP,CARAPICUIBA,351060,,1,0,3
2014,SUDESTE,SP,CARDOSO,351070,SABESP,3937,184,11181
2014,SUDESTE,SP,CASA BRANCA,351080,,6156,0,26476
2014,SUDESTE,SP,CASSIA DOS COQUEIROS,351090,SABESP,545,0,1711
2014,SUDESTE,SP,CASTILHO,351100,,5671,1,17920
2014,SUDESTE,SP,CATANDUVA,351110,,20228,0,103653
2014,SUDESTE,SP,CATIGUA,351120,SABESP,1792,0,5680
2014,SUDESTE,SP,CEDRAL,351130,,422,62,2826
2014,SUDESTE,SP,CERQUEIRA CESAR,351140,,4898,0,18402
2014,SUDESTE,SP,CERQUILHO,351150,,12839,0,41598
2014,SUDESTE,SP,CESARIO LANGE,351160,SABESP,4224,0,15029
2014,SUDESTE,SP,CHARQUEADA,351170,,46,0,15903
2014,SUDESTE,SP,CHAVANTES,355720,,2090,0,11671
2014,SUDESTE,SP,CLEMENTINA,351190,,251,9,818
2014,SUDESTE,SP,COLINA,351200,,4975,0,16219
2014,SUDESTE,SP,COLOMBIA,351210,SABESP,1675,0,6188
2014,SUDESTE,SP,CONCHAL,351220,,7276,0,25683
2014,SUDESTE,SP,CONCHAS,351230,SABESP,4478,0,13927
2014,SUDESTE,SP,COROADOS,351250,SABESP,16,0,5205
2014,SUDESTE,SP,CORONEL MACEDO,351260,SABESP,1481,0,4762
2014,SUDESTE,SP,CORUMBATAI,351270,,984,15,3139
2014,SUDESTE,SP,CORUMBATAI,351270,CENTROVIAS,36,2,115
2014,SUDESTE,SP,COSMOPOLIS,351280,,17484,0,57522
2014,SUDESTE,SP,COSMORAMA,351290,,1432,12,6961
2014,SUDESTE,SP,COTIA,351300,,91,15,308
2014,SUDESTE,SP,COTIA,351300,SABESP,579,61453,196790
2014,SUDESTE,SP,CRAVINHOS,351310,,42,0,33278
2014,SUDESTE,SP,CRISTAIS PAULISTA,351320,,2426,0,7836
2014,SUDESTE,SP,CRUZALIA,351330,SABESP,684,0,1997
2014,SUDESTE,SP,CRUZEIRO,351340,,20052,0,68438
2014,SUDESTE,SP,CUBATAO,351350,,1,0,3
2014,SUDESTE,SP,CUBATAO,351350,SABESP,37734,0,122636
2014,SUDESTE,SP,CUNHA,351360,,4506,0,17069
2014,SUDESTE,SP,DESCALVADO,351370,,2183,0,32591
2014,SUDESTE,SP,DIADEMA,351380,,80,148274,329261
2014,SUDESTE,SP,DIADEMA,351380,SABESP,0,0,329
2014,SUDESTE,SP,DIRCE REIS,351385,SABESP,574,582,1647
2014,SUDESTE,SP,DIVINOLANDIA,351390,,1,1,3
2014,SUDESTE,SP,DIVINOLANDIA,351390,SABESP,19,0,5285
2014,SUDESTE,SP,DOBRADA,351400,,648,0,2119
2014,SUDESTE,SP,DOIS CORREGOS,351410,,40,1,15181
2014,SUDESTE,SP,DOLCINOPOLIS,351420,SABESP,7,818,2124
2014,SUDESTE,SP,DOURADO,351430,SABESP,2828,0,8632
2014,SUDESTE,SP,DRACENA,351440,,1,0,44250
2014,SUDESTE,SP,DUARTINA,351450,SABESP,3,517,12129
2014,SUDESTE,SP,DUMONT,351460,,2124,0,8392
2014,SUDESTE,SP,ECHAPORA,351470,SABESP,1794,0,5597
2014,SUDESTE,SP,ELDORADO,351480,SABESP,523,0,9054
2014,SUDESTE,SP,ELISIARIO,351492,,667,4,2873
